"ADDR_ENG","MEMO_NO","REGISTRY_CODE","DELIVERY_DATE","v_region_id","v_str_region","v_str_mjdist","v_mjdist_code","v_str_dist","v_dist_code","v_str_lot_full","v_str_lot_ext_full","v_str_dd_full","v_str_estate","v_est_id","v_str_phase","v_phase_id","v_str_street_full","v_str_bldg_full","v_bldg_id","v_str_floor_full","v_str_floor_net","v_str_unit_full","v_str_unit_net","unit_id","v_has_carpark","v_has_roof","map_status","unparse_namestr","unit_num"
"1ST FLOOR OF NO. 10 TSENG LANSHUE VILLAGE, HANG HAU, SAI KUNG, N.T.","244267","SK","1996-04-1912.00.00","30","N.T.","SAI KUNG","SK","HANG HAU","K-HANG H","","","","HANG HAU","E000000358","","","NO. 10 TSENG LANSHUE VILLAGE HANG HAU","","","1ST FLOOR","1","","","U001428972","0","0","Full Mapped - Est"," OF ","1"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244270","SK","1996-04-1912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"2ND FLOOR & ROOF OF NO. 42 TAI PO TSAI VILLAGE, SAI KUNG, N.T.","244499","SK","1996-04-2612.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","TAI PO TSAI VILLAGE","E000016250","","","NO. 42 TAI PO TSAI VILLAGE","","","2ND FLOOR","2","","","","0","1","Multi - Floor"," & ROOF OF ","8"
"1ST FLOOR OF THE BUILDING ERECTED THERON.","244505","SK","1996-04-2612.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THERON.","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, 35 O PUI VILLAGE, MANG KUNG UK, CLEAR WATER BAY ROAD, HANG HAU, SAI KUNG, N.T.","244508","SK","1996-04-2612.00.00","30","N.T.","SAI KUNG","SK","HANG HAU","K-HANG H","","","","CLEAR WATER BAY ROAD","E000005663","","","35 O PUI VILLAGE MANG KUNG UK  HANG HAU CLEAR WATER BAY ROAD","CLEAR WATER BAY ROAD (DD227 LOT 393)","B000019652","GROUND FLOOR","G","","","U001882272","0","0","Full Mapped - Floor"," OF THE BUILDING ERECTED THEREON","1"
"HOUSE NO. 3 WITH GARDEN OPEN COURT AND GARAGE OF SILVER VIEW LODGE, SAI KUNG, NEW TERRITORIES.","244748","SK","1996-05-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","SILVER VIEW LODGE","E07874","","","","HOUSE 3","B000037930","","","","","U001704431","0","0","Full Mapped - Bldg","WITH GARDEN OPEN COURT AND GARAGE OF  .  ","1"
"HOUSE NO. 25 OF THE RIVIERA, SAI KUNG, N.T.","244291","SK","1996-04-2012.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","THE RIVIERA","E00774","","","","HOUSE NO. 25 ","","","","","","","0","0","Multi - Est","OF   ","43"
"1ST FLOOR OF THE BUILDING THEREON, SAI KUNG, N.T.","244518","SK","1996-04-2612.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF THEREON  ","0"
"HOUSE NO. 12 WITH A PRIVATE GARDEN AND CARPORT NOS 23 & 24 OF VILLA PERGOLA SILVERSTRAND CLEARWATER BAY SAI KUNG, NEW TERRITORIES.","244521","SK","1996-04-2612.00.00","30","NEW TERRITORIES","SAI KUNG","SK"," CLEAR WATER BAY","K-SK / CWB","","","","VILLA PERGOLA","E00902","","","23 & VILLA PERGOLA","HOUSE NO. 12 ","","","","","","","0","0","Multi - Est","WITH A PRIVATE GARDEN AND CARPORT NOS24 OF  SILVERSTRAND CLEARWATER BAY .  ","17"
"2ND FLOOR AND THE ROOF THEREOF OF THE BUILDING ERECTED THEREON, SAI KUNG, NEW TERRITORIES.","244526","SK","1996-04-2612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND THE ROOF THEREOF OF ERECTED THEREON .  ","0"
"HOUSE NO. 12 OF AEGEAN VILLA, NO. 5 SILVER CAPE ROAD, CLEAR WATER BAY, SAI KUNG, NEW TERRITORIES.","244778","SK","1996-05-0312.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","AEGEAN VILLA","E00978","","","NO. 5 SILVER CAPE ROAD","HOUSE 12","B000035854","","","","","U001689211","0","0","Full Mapped - Bldg","OF   CLEAR WATER BAY .  ","1"
"UNIT ON THE 1ST FLOOR WITH THE BALCONY THEREOF OF BLOCK 3 & CAR PARKING SPACE NO. 4 OF GREENVIEW VILLAS, SAI KUNG, NEW TERRITORIES.","244787","SK","1996-05-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","NO. 4 OF  . GREENVIEW VILLAS","BLOCK 3","B000036446","1ST FLOOR","1","UNIT ON","ON","U001892013","0","0","Full Mapped - Floor"," THE  WITH THE BALCONY THEREOF OF  & CAR PARKING SPACE ","1"
"UNIT ON THE 1ST FLOOR WITH THE BALCONY OF BLOCK 3 AND CAR PARKING SPACE NO. 4 OF GREENVIEW VILLAS, SAI KUNG, NEW TERRITORIES.","244788","SK","1996-05-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","NO. 4 OF  . GREENVIEW VILLAS","BLOCK 3","B000036446","1ST FLOOR","1","UNIT ON","ON","U001892013","0","0","Full Mapped - Floor"," THE  WITH THE BALCONY OF  AND CAR PARKING SPACE ","1"
"UNIT ON 2ND FLOOR WITH THE BALCONY AND ROOF OF BLOCK 8 AND CAR PARKING SPACE NO. 22 OF GREENVIEW VILLAS, SAI KUNG, NEW TERRITORIES.","244789","SK","1996-05-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","NO. 22 OF  . GREENVIEW VILLAS","BLOCK 8","B000036451","2ND FLOOR","2","UNIT ON","ON","U002046535","0","1","Full Mapped - Floor","  WITH THE BALCONY AND ROOF OF  AND CAR PARKING SPACE ","1"
"UNIT ON 1ST FLOOR WITH BALCONY OF BLOCK 10 AND CAR PARKING SPACE NO. 26 OF GREENVIEW VILLAS, SAI KUNG, NEW TERRITORIES.","244790","SK","1996-05-0412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","0 AND CAR PARKING SPACE NO. GREENVIEW VILLAS","BLOCK 1","B000036444","1ST FLOOR","1","UNIT ON","ON","U002046509","0","0","Full Mapped - Floor","  WITH BALCONY OF26 OF  .  ","1"
"UNIT ON THE G/F. WITH OPEN YARD OF BLOCK 10 AND CAR PARKING SPACE NO. 12 OF GREENVIEW VILLAS, SAI KUNG, N. T.","244791","SK","1996-05-0412.00.00","20","","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","0 AND CAR PARKING SPACE NO. GREENVIEW VILLAS","BLOCK 1","B000036444","G/F","G/F","UNIT ON","ON","","0","0","Multi - Bldg"," THE . WITH OPEN YARD OF12 OF  N.T.  ","3"
"UNIT ON THE 1ST FLOOR WITH BALCONY OF BLOCK 2 AND CAR PARKING SPACE NO 11 OF GREENVIEW VILLAS, SAI KUNG, N.T.","244792","SK","1996-05-0412.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","11 OF GREENVIEW VILLAS","BLOCK 2","B000036445","1ST FLOOR","1","UNIT ON","ON","U002046518","0","0","Full Mapped - Floor"," THE  WITH BALCONY OF  AND CAR PARKING SPACE NO","1"
"UNIT ON 1ST FLOOR WITH BALCONYOF BLOCK 6 AND CAR PARKING SPACE NO. 21 OF GREENVIEW VILLAS, SAI KUNG, N.T.","244793","SK","1996-05-0412.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","GREENVIEW VILLAS","E00737","","","NO. 21 OF GREENVIEW VILLAS","BLOCK 6","B000036449","1ST FLOOR","1","UNIT ON","ON","U002046528","0","0","Full Mapped - Floor","  WITH BALCONYOF  AND CAR PARKING SPACE ","1"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244329","SK","1996-04-2212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"FLAT A1 ON 3RD FLOOR OF KO FU HOUSE, 42-56 FUK MAN ROAD, SAI KUNG, N.T.","244333","SK","1996-04-2212.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","KO FU HOUSE","E10791","",""," 42-56 FUK MAN ROAD","KO FU HOUSE","B000064274","3RD FLOOR","3","FLAT A1","A1","U001985064","0","0","Full Mapped - Flat"," ON  OF   ","1"
"1ST FLOOR OF BUILDING ERECTED THEREON, SAI KUNG, N.T.","244818","SK","1996-05-0412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," OF BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," ERECTED THEREON  ","0"
"2/F AND ROOF OF THE BUILDING ERECTED THEREON.","244821","SK","1996-05-0412.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2/F ","2","","","","0","1","No Estate Info","AND ROOF OF ERECTED THEREON.","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244338","SK","1996-04-2212.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"1ST FLOOR, BLOCK 8 AND CAR PARKING SPACE NO. 55 ON LOWER GROUND FLOOR OF RISE PARK VILLAS, SAI KUNG, N.T.","244360","SK","1996-04-2312.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","RISE PARK VILLAS","E00844","","","NO. 55 ON LOWER GROUND FLOOR OF RISE PARK VILLAS","BLOCK 8","B000037743","1ST FLOOR","1","","","U001703564","0","0","Full Mapped - Floor","  AND CAR PARKING SPACE ","1"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244582","SK","1996-04-2912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"UNIT B OF GOLDEN LAKE VILLA, SAI KUNG, N.T.","244586","SK","1996-04-2912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","GOLDEN LAKE VILLA","E03337","","","","","","","","UNIT B","B","","0","0","Multi - Est"," OF   ","12"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244592","SK","1996-04-2912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244914","SK","1996-05-0912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR, NO. 30 TAI PO TSAI VILLAGE, SAI KUNG, N.T.","244916","SK","1996-05-0912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","TAI PO TSAI VILLAGE","E000016250","","","NO. 30 TAI PO TSAI VILLAGE","","","1ST FLOOR","1","","","","0","0","Multi - Floor"," ","8"
"1ST FLOOR OF THE BUILDING ERECTED THEREON.","244921","SK","1996-05-0912.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON.","0"
"NO. 16 SAI KUNG HOI PONG STREET, SAI KUNG, N.T.","244926","SK","1996-05-0912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","16 SAI KUNG HOI PONG STREET","E000015004","","","","16 SAI KUNG HOI PONG STREET","B000078439","","","","","","0","0","No Units","NO.   ","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244387","SK","1996-04-2412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"FLAT H ON 5TH FLOOR OF BLOCK E OF SAI KUNG TOWN CENTRE, NO. 22-40 FUK MAN ROAD, SAI KUNG, N.T.","244595","SK","1996-04-2912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","SAI KUNG TOWN CENTRE","E07493","","","NO. 22-40 FUK MAN ROAD","BLOCK E","B000005551","5TH FLOOR","5","FLAT H","H","U000888233","0","0","Full Mapped - Flat"," ON  OF  OF    ","1"
"HOUSE NO. 3 OF GREEN VILLAS, TAI MONG TSAI, NO. 11 TSO WO ROAD, SAI KUNG, N.T.","244604","SK","1996-04-2912.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","TAI MONG TSAI","E000000326","","","NO. 11 TSO WO ROAD","HOUSE NO. 3 ","","","","","","","0","0","Multi - Est","OF GREEN VILLAS    ","82"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, NEW TERRITORIES.","244835","SK","1996-05-0612.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON .  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244846","SK","1996-05-0712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"FLAT A ON 7TH FLOOR OF BLOCK A OF SAI KUNG GARDEN, SAI KUNG, N.T.","244854","SK","1996-05-0712.00.00","30","N.T.","SAI KUNG","SK","SAI KUNG ","K-SK / CWB","","","","SAI KUNG GARDEN","E00686","","","","BLOCK A ","","7TH FLOOR","7","FLAT A","A","","0","0","Multi - Flat"," ON  OF OF   ","2"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244859","SK","1996-05-0712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244861","SK","1996-05-0712.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF BLOCK D OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244400","SK","1996-04-2412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","BLOCK D ","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF OF THE BUILDING ERECTED THEREON  ","0"
"FLAT A, 2ND FLOOR AND PORTION OF THE ROOF IN THE BUILDINGS THEREON","244414","SK","1996-04-2412.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","FLAT A","A","","0","1","No Estate Info",",  AND PORTION OF THE ROOF INS THEREON","0"
"2ND FLOOR & THE ROOF ABOVE THEREOF OF THE BUILDING","244425","SK","1996-04-2412.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," & THE ROOF ABOVE THEREOF OF","0"
"2ND FLOOR AND THE ROOF THEREOF OF THE BUILDING ERECTED THEREON, SAI KUNG, NEW TERRITORIES","244426","SK","1996-04-2412.00.00","30","NEW TERRITORIES","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND THE ROOF THEREOF OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244428","SK","1996-04-2412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF THE BUILDINGS ERECTED THEREON, SAI KUNG, N.T.","244639","SK","1996-04-3012.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OFS ERECTED THEREON  ","0"
"ADDRESS NOT YET KNOWN","244645","SK","1996-04-3012.00.00","","","","","","","","","","","","","","","","","","","","","","0","0","No Estate Info","ADDRESS NOT YET KNOWN","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244931","SK","1996-05-0912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR AND THE PORTION OF THE SAID LAND AND FIRST FLOOR OF THE BUILDING ERECTED THEREON.","244943","SK","1996-05-0912.00.00","","","","","","","","","","","","","","1ST FLOOR OF ERECTED THEREON. "," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," AND THE PORTION OF THE SAID LAND AND","0"
"ALL THAT FIRST FLOOR OF THE BUILDING ERECTED THEREON, NO. 5A TSO WO RAOD, TAI MONG TSAI, SAI KUNG, N. T.","244960","SK","1996-05-1012.00.00","20","","SAI KUNG","SK","","K-SK / CWB","","","","TAI MONG TSAI","E000000326","","","NO. 5A TSO WO RAOD  N.T. TAI MONG TSAI"," THE BUILDING","","1ST FLOOR","1","","","","0","0","Multi - Floor","ALL THAT  OF ERECTED THEREON ","25"
"2ND FLOOR AND THE ROOF THEREABOVE OF THE BUILDING THEREON","244446","SK","1996-04-2512.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND THE ROOF THEREABOVE OF THEREON","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","244675","SK","1996-05-0112.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"4TH FLOOR, NO. 7 MAN NIN STREETM SAI KUNG, N.T.","244862","SK","1996-05-0812.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","NO. 7 MAN NIN STREET","","","4TH FLOOR","4","","","","0","0","No Estate Info"," M  ","0"
"1ST FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243206","SK","1996-03-1312.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON.","243213","SK","1996-03-1412.00.00","","","","","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON.","0"
"ALL THAT FIRST FLOOR OF THE BUILDING ERECTED THEREON.","243368","SK","1996-03-2012.00.00","","","","","","","","","","","","","",""," THE BUILDING","","1ST FLOOR","1","","","","0","0","No Estate Info","ALL THAT  OF ERECTED THEREON.","0"
"SHA KOK MEI, SAI KUNG","243371","SK","1996-03-2012.00.00","20","","SAI KUNG","SK","","","","","","","","","","","","","","","","","","0","0","No Estate Info","SHA KOKMEI  ","0"
"THE WHOLE OF THE 2ND FLOOR & ROOF TOP  OF THE BUILDING ERECTED THEREON.","243372","SK","1996-03-2012.00.00","","","","","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info","THE WHOLE OF THE  & ROOF TOP  OF ERECTED THEREON.","0"
"FLAT B ON 2ND FLOOR AND THE ROOF B THEREOF OF NO. 11 SAI KUNG ROAD, SAI KUNG, N.T.","243374","SK","1996-03-2012.00.00","30","N.T.","SAI KUNG","SK","SAI KUNG ","K-SK / CWB","","","","SAI KUNG ROAD","E000000308","","","NO. 11 SAI KUNG ROAD","","","2ND FLOOR","2","FLAT B","B","U002052640","0","1","Full Mapped - Flat"," ON  AND THE ROOF B THEREOF OF ","1"
"1ST FLOOR AND ROOF OF BLOCK 6 AND CAR PARKING SPACE NOS. 2 AND 45 OF KAMBRIDGE GARDEN, 1 RAZOR HILL ROAD SAI KUNG, N.T.","243518","SK","1996-03-2312.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","KAMBRIDGE GARDEN","E04802","",""," 1 RAZOR HILL ROAD","BLOCK 6","B000036905","1ST FLOOR","1","","","U001696387","0","1","Full Mapped - Floor"," AND ROOF OF  AND CAR PARKING SPACE NOS. 2 AND 45 OF   ","1"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243722","SK","1996-03-2912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243725","SK","1996-03-2912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"GROUND FLOOR OF HOUSE NO. 25, HANG HAU RESITE VILLAGE, HANG HAU, SAI KUNG, N.T.","243735","SK","1996-03-2912.00.00","30","N.T.","SAI KUNG","SK","HANG HAU","K-HANG H","","","","HANG HAU","E000000358","","","","HOUSE NO. 25 ","","GROUND FLOOR","G","","","U001428972","0","0","Full Mapped - Floor"," OF  RESITE VILLAGE   ","1"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243230","SK","1996-03-1412.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"UNIT A ON 1ST FLOOR OF BLOCK 5 AND CAR PARKING SPACES NOS. 52 & 53 OF GREEN PARK, CLEARWATER BAY, SAI KUNG, NEW TERRITORIES.","243380","SK","1996-03-2012.00.00","30","NEW TERRITORIES","SAI KUNG","SK"," CLEAR WATER BAY","K-SK / CWB","","","","GREEN PARK","E01044","","","NOS. 52 & GREEN PARK","BLOCK 5","B000041692","1ST FLOOR","1","UNIT A","A","U001195681","0","0","Full Mapped - Flat"," ON  OF  AND CAR PARKING SPACES 53 OF  CLEARWATER BAY .  ","1"
"GROUND FLOOR OF HOUSE 1 AND PRIVATE OPEN SPACE NO. 10 YEE HONG VILLA, SAI KUNG, N.T.","243381","SK","1996-03-2012.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","YEE HONG VILLA","E01064","","","NO. 10 YEE HONG VILLA","HOUSE 1","B000025293","GROUND FLOOR","G","","","U001869436","0","0","Full Mapped - Floor"," OF  AND PRIVATE OPEN SPACE ","1"
"UNIT B ON 1ST FLOOR OF BLOCK 1 TOGETHER WITH CAR PARKING SPACE NO. 50, CASA BELLA, CLEARWATER BAY, SAI KUNG, N.T.","243397","SK","1996-03-2012.00.00","30","N.T.","SAI KUNG","SK"," CLEAR WATER BAY","K-SK / CWB","","","","CASA BELLA","E12595","","","NO. 50  CLEARWATER BAY CASA BELLA","CASA BELLA","B000026140","1ST FLOOR","1","UNIT B","B","","0","0","Multi - Bldg"," ON  OF TOGETHER WITH CAR PARKING SPACE ","124"
"2ND FLOOR AND ROOF OF BLOCK A OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243544","SK","1996-03-2512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","","BLOCK A ","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF OF THE BUILDING ERECTED THEREON  ","0"
"HOUSE NO. 2 OF CHUK KOK VILLAGE, SAI KUNG, N.T.","243562","SK","1996-03-2612.00.00","30","N.T.","SAI KUNG","SK","","K-SK / CWB","","","","CHUK KOK","E000000375","","","","HOUSE NO. 2 ","","","","","","","0","0","Multi - Est","OF  VILLAGE  ","4"
"2ND FLOOR AND ROOF OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243745","SK","1996-03-2912.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","2ND FLOOR","2","","","","0","1","No Estate Info"," AND ROOF OF ERECTED THEREON  ","0"
"HOUSE NO. 8 OF AEGEAN VILLA, NO. 5 SILVER CAPE ROAD, CLEAR WATER BAY, SAI KUNG, N.T.","243749","SK","1996-03-2912.00.00","30","N.T.","SAI KUNG","SK"," CLEAR WATER BAY","K-SK / CWB","","","","AEGEAN VILLA","E00978","","","NO. 5 SILVER CAPE ROAD","HOUSE 8","B000035850","","","","","U001689207","0","0","Full Mapped - Bldg","OF   CLEAR WATER BAY  ","1"
"GROUND FLOOR OF THE BUILDING ERECTED THEREON, SAI KUNG, N.T.","243277","SK","1996-03-1512.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","",""," THE BUILDING","","GROUND FLOOR","G","","","","0","0","No Estate Info"," OF ERECTED THEREON  ","0"
"1ST FLOOR OF NO. 4 YI CHUN STREET, SAI KUNG, N.T.","243417","SK","1996-03-2112.00.00","30","N.T.","SAI KUNG","SK","","","","","","","","","","NO. 4 YI CHUN STREET","","","1ST FLOOR","1","","","","0","0","No Estate Info"," OF   ","0"
